type,s,x,y,z,yaw,slope,curvature,segment_id,lon,lat
point,554.000,476.269,252.089,168.115,0.23472455,0.34636190,0.00000000,554,113.957831947,22.532264555
point,555.000,477.188,252.309,168.442,0.23472455,0.34636190,0.00000000,555,113.957840884,22.532266530
point,556.000,478.107,252.529,168.770,0.23501623,0.33819849,0.00029103,556,113.957849822,22.532268504
point,557.000,479.030,252.750,169.083,0.23667469,0.29178126,0.00135393,557,113.957858799,22.532270492
point,558.000,479.972,252.978,169.329,0.23801448,0.25428237,0.00000000,558,113.957867959,22.532272544
point,559.000,480.914,253.207,169.576,0.23801448,0.25428237,0.00000000,559,113.957877118,22.532274597
point,560.000,481.855,253.435,169.822,0.23801448,0.25428237,0.00000000,560,113.957886278,22.532276650
point,561.000,482.797,253.664,170.069,0.23801448,0.25428237,0.00000000,561,113.957895438,22.532278702
point,562.000,483.739,253.892,170.315,0.23801448,0.25428237,0.00000000,562,113.957904598,22.532280755
point,563.000,484.681,254.121,170.561,0.23801448,0.25428237,0.00000000,563,113.957913758,22.532282808
point,564.000,485.623,254.349,170.808,0.23801448,0.25428237,0.00000000,564,113.957922918,22.532284860
point,565.000,486.565,254.578,171.054,0.23801448,0.25428237,0.00000000,565,113.957932077,22.532286913
point,566.000,487.506,254.806,171.301,0.23801448,0.25428237,0.00000000,566,113.957941237,22.532288966
point,567.000,488.448,255.035,171.547,0.23801448,0.25428237,0.00000000,567,113.957950397,22.532291018
point,568.000,489.390,255.263,171.794,0.23801448,0.25428237,0.00000000,568,113.957959557,22.532293071
point,569.000,490.332,255.492,172.040,0.23801448,0.25428237,0.00000000,569,113.957968717,22.532295124
point,570.000,491.274,255.720,172.287,0.23801448,0.25428237,0.00000000,570,113.957977877,22.532297176
point,571.000,492.216,255.949,172.533,0.23801448,0.25428237,0.00000000,571,113.957987036,22.532299229
point,572.000,493.157,256.177,172.779,0.23801448,0.25428237,0.00000000,572,113.957996196,22.532301282
point,573.000,494.099,256.406,173.026,0.23801448,0.25428237,0.00000000,573,113.958005356,22.532303334
point,574.000,495.041,256.634,173.272,0.23801448,0.25428237,0.00000000,574,113.958014516,22.532305387
point,575.000,495.983,256.863,173.519,0.23801448,0.25428237,0.00000000,575,113.958023676,22.532307440
point,576.000,496.925,257.092,173.765,0.24047280,0.19604040,0.00243434,576,113.958032836,22.532309492
point,577.000,497.884,257.329,173.903,0.24368158,0.12001662,0.00079583,577,113.958042167,22.532311628
point,578.000,498.850,257.570,174.003,0.24447481,0.10122288,0.00000000,578,113.958051555,22.532313791
point,579.000,499.815,257.811,174.104,0.24447481,0.10122288,0.00000000,579,113.958060943,22.532315954
point,580.000,500.780,258.052,174.205,0.24447481,0.10122288,0.00000000,580,113.958070332,22.532318118
point,581.000,501.746,258.292,174.305,0.24447481,0.10122288,0.00000000,581,113.958079720,22.532320281
point,582.000,502.711,258.533,174.406,0.24447481,0.10122288,0.00000000,582,113.958089108,22.532322444
point,583.000,503.676,258.774,174.507,0.24447481,0.10122288,0.00000000,583,113.958098497,22.532324607
point,584.000,504.642,259.015,174.607,0.24447481,0.10122288,0.00000000,584,113.958107885,22.532326771
point,585.000,505.607,259.256,174.708,0.24447481,0.10122288,0.00000000,585,113.958117274,22.532328934
point,586.000,506.572,259.497,174.809,0.24447481,0.10122288,0.00000000,586,113.958126662,22.532331097
point,587.000,507.538,259.737,174.910,0.24447481,0.10122288,0.00000000,587,113.958136050,22.532333261
point,588.000,508.503,259.978,175.010,0.24447481,0.10122288,0.00000000,588,113.958145439,22.532335424
point,589.000,509.468,260.219,175.111,0.24447481,0.10122288,0.00000000,589,113.958154827,22.532337587
point,590.000,510.434,260.460,175.212,0.24447481,0.10122288,0.00000000,590,113.958164215,22.532339750
point,591.000,511.399,260.701,175.312,0.24447481,0.10122288,0.00000000,591,113.958173604,22.532341914
point,592.000,512.364,260.941,175.413,0.24447481,0.10122288,0.00000000,592,113.958182992,22.532344077
point,593.000,513.330,261.182,175.514,0.24447481,0.10122288,0.00000000,593,113.958192380,22.532346240
point,594.000,514.295,261.423,175.615,0.24447481,0.10122288,0.00000000,594,113.958201769,22.532348404
point,595.000,515.260,261.664,175.715,0.24585393,0.08103081,0.00137824,595,113.958211157,22.532350567
point,596.000,516.226,261.908,175.776,0.25058643,0.01174011,0.00334989,596,113.958220551,22.532352757
point,597.000,517.193,262.159,175.739,0.25393107,-0.03723057,0.00000000,597,113.958229958,22.532355012
point,598.000,518.161,262.410,175.701,0.25393107,-0.03723057,0.00000000,598,113.958239365,22.532357267
point,599.000,519.128,262.661,175.664,0.25393107,-0.03723057,0.00000000,599,113.958248772,22.532359522
point,600.000,520.095,262.912,175.627,0.25393107,-0.03723057,0.00000000,600,113.958258180,22.532361777
point,601.000,521.062,263.163,175.590,0.25393107,-0.03723057,0.00000000,601,113.958267587,22.532364032
point,602.000,522.030,263.414,175.553,0.25393107,-0.03723057,0.00000000,602,113.958276994,22.532366288
point,603.000,522.997,263.665,175.515,0.25393107,-0.03723057,0.00000000,603,113.958286401,22.532368543
point,604.000,523.964,263.916,175.478,0.25393107,-0.03723057,0.00000000,604,113.958295808,22.532370798
point,605.000,524.931,264.167,175.441,0.25393107,-0.03723057,0.00000000,605,113.958305215,22.532373053
point,606.000,525.899,264.418,175.404,0.25393107,-0.03723057,0.00000000,606,113.958314622,22.532375308
point,607.000,526.866,264.669,175.367,0.25393107,-0.03723057,0.00000000,607,113.958324029,22.532377563
point,608.000,527.833,264.920,175.329,0.25393107,-0.03723057,0.00000000,608,113.958333437,22.532379818
point,609.000,528.801,265.171,175.292,0.25393107,-0.03723057,0.00000000,609,113.958342844,22.532382073
point,610.000,529.768,265.422,175.255,0.25393107,-0.03723057,0.00000000,610,113.958352251,22.532384328
point,611.000,530.735,265.673,175.218,0.25393107,-0.03723057,0.00000000,611,113.958361658,22.532386583
point,612.000,531.702,265.924,175.181,0.25393107,-0.03723057,0.00000000,612,113.958371065,22.532388839
point,613.000,532.670,266.175,175.143,0.25393107,-0.03723057,0.00000000,613,113.958380472,22.532391094
point,614.000,533.637,266.426,175.106,0.25393107,-0.03723057,0.00000000,614,113.958389879,22.532393349
point,615.000,534.604,266.677,175.069,0.25673847,-0.05112628,0.00281006,615,113.958399287,22.532395604
point,616.000,535.568,266.933,175.004,0.26289823,-0.08161355,0.00335075,616,113.958408662,22.532397903
point,617.000,536.528,267.195,174.906,0.26625269,-0.09821494,0.00000000,617,113.958418000,22.532400256
point,618.000,537.488,267.457,174.809,0.26625269,-0.09821494,0.00000000,618,113.958427338,22.532402608
point,619.000,538.449,267.719,174.711,0.26625269,-0.09821494,0.00000000,619,113.958436676,22.532404960
point,620.000,539.409,267.981,174.613,0.26625269,-0.09821494,0.00000000,620,113.958446014,22.532407313
point,621.000,540.369,268.243,174.515,0.26625269,-0.09821494,0.00000000,621,113.958455352,22.532409665
point,622.000,541.329,268.505,174.418,0.26625269,-0.09821494,0.00000000,622,113.958464690,22.532412017
point,623.000,542.289,268.766,174.320,0.26625269,-0.09821494,0.00000000,623,113.958474028,22.532414370
point,624.000,543.249,269.028,174.222,0.26625269,-0.09821494,0.00000000,624,113.958483365,22.532416722
point,625.000,544.209,269.290,174.124,0.26625269,-0.09821494,0.00000000,625,113.958492703,22.532419074
point,626.000,545.170,269.552,174.027,0.26625269,-0.09821494,0.00000000,626,113.958502041,22.532421427
point,627.000,546.130,269.814,173.929,0.26625269,-0.09821494,0.00000000,627,113.958511379,22.532423779
point,628.000,547.090,270.076,173.831,0.26625269,-0.09821494,0.00000000,628,113.958520717,22.532426131
point,629.000,548.050,270.338,173.733,0.26625269,-0.09821494,0.00000000,629,113.958530055,22.532428483
point,630.000,549.010,270.599,173.636,0.26625269,-0.09821494,0.00000000,630,113.958539393,22.532430836
point,631.000,549.970,270.861,173.538,0.26625269,-0.09821494,0.00000000,631,113.958548731,22.532433188
point,632.000,550.930,271.123,173.440,0.26625269,-0.09821494,0.00000000,632,113.958558069,22.532435540
point,633.000,551.891,271.385,173.342,0.26625269,-0.09821494,0.00000000,633,113.958567407,22.532437893
point,634.000,552.851,271.647,173.245,0.26625269,-0.09821494,0.00000000,634,113.958576745,22.532440245
point,635.000,553.811,271.909,173.147,0.26748510,-0.09557821,0.00123215,635,113.958586082,22.532442597
point,636.000,554.771,272.173,173.054,0.27504063,-0.07941012,0.00631663,636,113.958595418,22.532444972
point,637.000,555.729,272.450,172.989,0.28135024,-0.06590466,0.00000000,637,113.958604741,22.532447461
point,638.000,556.688,272.727,172.923,0.28135024,-0.06590466,0.00000000,638,113.958614064,22.532449949
point,639.000,557.647,273.004,172.857,0.28135024,-0.06590466,0.00000000,639,113.958623387,22.532452438
point,640.000,558.605,273.281,172.791,0.28135024,-0.06590466,0.00000000,640,113.958632710,22.532454927
point,641.000,559.564,273.558,172.726,0.28135024,-0.06590466,0.00000000,641,113.958642033,22.532457416
point,642.000,560.522,273.835,172.660,0.28135024,-0.06590466,0.00000000,642,113.958651356,22.532459905
point,643.000,561.481,274.112,172.594,0.28135024,-0.06590466,0.00000000,643,113.958660678,22.532462393
point,644.000,562.440,274.389,172.528,0.28135024,-0.06590466,0.00000000,644,113.958670001,22.532464882
point,645.000,563.398,274.666,172.463,0.28135024,-0.06590466,0.00000000,645,113.958679324,22.532467371
point,646.000,564.357,274.944,172.397,0.28135024,-0.06590466,0.00000000,646,113.958688647,22.532469860
point,647.000,565.315,275.221,172.331,0.28135024,-0.06590466,0.00000000,647,113.958697970,22.532472349
point,648.000,566.274,275.498,172.265,0.28135024,-0.06590466,0.00000000,648,113.958707293,22.532474837
point,649.000,567.233,275.775,172.200,0.28135024,-0.06590466,0.00000000,649,113.958716616,22.532477326
point,650.000,568.191,276.052,172.134,0.28135024,-0.06590466,0.00000000,650,113.958725939,22.532479815
point,651.000,569.150,276.329,172.068,0.28135024,-0.06590466,0.00000000,651,113.958735262,22.532482304
point,652.000,570.108,276.606,172.002,0.28135024,-0.06590466,0.00000000,652,113.958744585,22.532484793
point,653.000,571.067,276.883,171.936,0.28135024,-0.06590466,0.00000000,653,113.958753908,22.532487281
point,654.000,572.026,277.160,171.871,0.28135024,-0.06590466,0.00000000,654,113.958763231,22.532489770
point,655.000,572.984,277.437,171.805,0.28135024,-0.06590466,0.00000000,655,113.958772554,22.532492259
point,656.000,573.943,277.714,171.739,0.28700622,-0.03802969,0.00565262,656,113.958781876,22.532494748
point,657.000,574.899,278.002,171.729,0.29591349,0.00587117,0.00325680,657,113.958791179,22.532497337
point,658.000,575.855,278.297,171.751,0.29916908,0.02191689,0.00000000,658,113.958800471,22.532499984
point,659.000,576.810,278.592,171.773,0.29916908,0.02191689,0.00000000,659,113.958809762,22.532502631
point,660.000,577.765,278.886,171.795,0.29916908,0.02191689,0.00000000,660,113.958819053,22.532505278
point,661.000,578.721,279.181,171.817,0.29916908,0.02191689,0.00000000,661,113.958828345,22.532507925
point,662.000,579.676,279.476,171.839,0.29916908,0.02191689,0.00000000,662,113.958837636,22.532510572
point,663.000,580.631,279.770,171.860,0.29916908,0.02191689,0.00000000,663,113.958846927,22.532513219
point,664.000,581.587,280.065,171.882,0.29916908,0.02191689,0.00000000,664,113.958856219,22.532515865
point,665.000,582.542,280.360,171.904,0.29916908,0.02191689,0.00000000,665,113.958865510,22.532518512
point,666.000,583.497,280.654,171.926,0.29916908,0.02191689,0.00000000,666,113.958874801,22.532521159
point,667.000,584.453,280.949,171.948,0.29916908,0.02191689,0.00000000,667,113.958884093,22.532523806
point,668.000,585.408,281.243,171.970,0.29916908,0.02191689,0.00000000,668,113.958893384,22.532526453
point,669.000,586.364,281.538,171.992,0.29916908,0.02191689,0.00000000,669,113.958902675,22.532529100
point,670.000,587.319,281.833,172.014,0.29916908,0.02191689,0.00000000,670,113.958911967,22.532531747
point,671.000,588.274,282.127,172.036,0.29916908,0.02191689,0.00000000,671,113.958921258,22.532534394
point,672.000,589.230,282.422,172.058,0.29916908,0.02191689,0.00000000,672,113.958930549,22.532537041
point,673.000,590.185,282.717,172.080,0.29916908,0.02191689,0.00000000,673,113.958939841,22.532539688
point,674.000,591.140,283.011,172.102,0.29916908,0.02191689,0.00000000,674,113.958949132,22.532542335
point,675.000,592.096,283.306,172.123,0.29916908,0.02191689,0.00000000,675,113.958958423,22.532544982
point,676.000,593.051,283.601,172.145,0.29916908,0.02191689,0.00000000,676,113.958967715,22.532547629
point,677.000,594.006,283.895,172.167,0.30889909,0.05776322,0.00975086,677,113.958977006,22.532550276
point,678.000,594.952,284.207,172.261,0.31917537,0.09561610,0.00050462,678,113.958986200,22.532553077
point,679.000,595.897,284.520,172.358,0.31968005,0.09747486,0.00000000,679,113.958995389,22.532555887
point,680.000,596.841,284.833,172.455,0.31968005,0.09747486,0.00000000,680,113.959004579,22.532558697
point,681.000,597.786,285.146,172.552,0.31968005,0.09747486,0.00000000,681,113.959013768,22.532561507
point,682.000,598.731,285.458,172.649,0.31968005,0.09747486,0.00000000,682,113.959022957,22.532564316
point,683.000,599.676,285.771,172.746,0.31968005,0.09747486,0.00000000,683,113.959032147,22.532567126
point,684.000,600.621,286.084,172.843,0.31968005,0.09747486,0.00000000,684,113.959041336,22.532569936
point,685.000,601.566,286.397,172.940,0.31968005,0.09747486,0.00000000,685,113.959050525,22.532572746
point,686.000,602.511,286.710,173.037,0.31968005,0.09747486,0.00000000,686,113.959059714,22.532575555
point,687.000,603.455,287.022,173.134,0.31968005,0.09747486,0.00000000,687,113.959068904,22.532578365
point,688.000,604.400,287.335,173.231,0.31968005,0.09747486,0.00000000,688,113.959078093,22.532581175
point,689.000,605.345,287.648,173.328,0.31968005,0.09747486,0.00000000,689,113.959087282,22.532583985
point,690.000,606.290,287.961,173.425,0.31968005,0.09747486,0.00000000,690,113.959096471,22.532586794
point,691.000,607.235,288.273,173.522,0.31968005,0.09747486,0.00000000,691,113.959105661,22.532589604
point,692.000,608.180,288.586,173.619,0.31968005,0.09747486,0.00000000,692,113.959114850,22.532592414
point,693.000,609.125,288.899,173.716,0.31968005,0.09747486,0.00000000,693,113.959124039,22.532595224
point,694.000,610.069,289.212,173.813,0.31968005,0.09747486,0.00000000,694,113.959133229,22.532598034
point,695.000,611.014,289.525,173.910,0.31968005,0.09747486,0.00000000,695,113.959142418,22.532600843
point,696.000,611.959,289.837,174.007,0.31968005,0.09747486,0.00000000,696,113.959151607,22.532603653
point,697.000,612.904,290.150,174.104,0.32054943,0.09768019,0.00086940,697,113.959160796,22.532606463
point,698.000,613.848,290.465,174.201,0.33214055,0.10041065,0.01072427,698,113.959169980,22.532609287
point,699.000,614.785,290.799,174.304,0.34286740,0.10292552,0.00000000,699,113.959179091,22.532612291
point,700.000,615.722,291.133,174.406,0.34286740,0.10292552,0.00000000,700,113.959188202,22.532615295
point,701.000,616.659,291.468,174.508,0.34286740,0.10292552,0.00000000,701,113.959197314,22.532618300
point,702.000,617.596,291.802,174.611,0.34286740,0.10292552,0.00000000,702,113.959206425,22.532621304
point,703.000,618.533,292.137,174.713,0.34286740,0.10292552,0.00000000,703,113.959215537,22.532624308
point,704.000,619.469,292.471,174.816,0.34286740,0.10292552,0.00000000,704,113.959224648,22.532627312
point,705.000,620.406,292.805,174.918,0.34286740,0.10292552,0.00000000,705,113.959233759,22.532630316
point,706.000,621.343,293.140,175.020,0.34286740,0.10292552,0.00000000,706,113.959242871,22.532633320
point,707.000,622.280,293.474,175.123,0.34286740,0.10292552,0.00000000,707,113.959251982,22.532636325
point,708.000,623.217,293.809,175.225,0.34286740,0.10292552,0.00000000,708,113.959261093,22.532639329
point,709.000,624.154,294.143,175.328,0.34286740,0.10292552,0.00000000,709,113.959270205,22.532642333
point,710.000,625.090,294.478,175.430,0.34286740,0.10292552,0.00000000,710,113.959279316,22.532645337
point,711.000,626.027,294.812,175.532,0.34286740,0.10292552,0.00000000,711,113.959288427,22.532648341
point,712.000,626.964,295.146,175.635,0.34286740,0.10292552,0.00000000,712,113.959297539,22.532651345
point,713.000,627.901,295.481,175.737,0.34286740,0.10292552,0.00000000,713,113.959306650,22.532654350
point,714.000,628.838,295.815,175.839,0.34286740,0.10292552,0.00000000,714,113.959315761,22.532657354
point,715.000,629.775,296.150,175.942,0.34286740,0.10292552,0.00000000,715,113.959324873,22.532660358
point,716.000,630.712,296.484,176.044,0.34286740,0.10292552,0.00000000,716,113.959333984,22.532663362
point,717.000,631.648,296.819,176.147,0.34286740,0.10292552,0.00000000,717,113.959343095,22.532666366
point,718.000,632.585,297.153,176.249,0.34519885,0.09582159,0.00233046,718,113.959352207,22.532669370
point,719.000,633.521,297.492,176.337,0.35814294,0.05637243,0.01059274,719,113.959361311,22.532672416
point,720.000,634.454,297.852,176.361,0.36871380,0.02414876,0.00000000,720,113.959370380,22.532675653
point,721.000,635.386,298.213,176.386,0.36871380,0.02414876,0.00000000,721,113.959379449,22.532678890
point,722.000,636.319,298.573,176.410,0.36871380,0.02414876,0.00000000,722,113.959388519,22.532682127
point,723.000,637.251,298.933,176.434,0.36871380,0.02414876,0.00000000,723,113.959397588,22.532685363
point,724.000,638.184,299.294,176.458,0.36871380,0.02414876,0.00000000,724,113.959406657,22.532688600
point,725.000,639.116,299.654,176.482,0.36871380,0.02414876,0.00000000,725,113.959415726,22.532691837
point,726.000,640.049,300.014,176.506,0.36871380,0.02414876,0.00000000,726,113.959424796,22.532695073
point,727.000,640.981,300.375,176.530,0.36871380,0.02414876,0.00000000,727,113.959433865,22.532698310
point,728.000,641.914,300.735,176.555,0.36871380,0.02414876,0.00000000,728,113.959442934,22.532701547
point,729.000,642.846,301.095,176.579,0.36871380,0.02414876,0.00000000,729,113.959452004,22.532704784
point,730.000,643.779,301.455,176.603,0.36871380,0.02414876,0.00000000,730,113.959461073,22.532708020
point,731.000,644.712,301.816,176.627,0.36871380,0.02414876,0.00000000,731,113.959470142,22.532711257
point,732.000,645.644,302.176,176.651,0.36871380,0.02414876,0.00000000,732,113.959479211,22.532714494
point,733.000,646.577,302.536,176.675,0.36871380,0.02414876,0.00000000,733,113.959488281,22.532717731
point,734.000,647.509,302.897,176.699,0.36871380,0.02414876,0.00000000,734,113.959497350,22.532720967
point,735.000,648.442,303.257,176.724,0.36871380,0.02414876,0.00000000,735,113.959506419,22.532724204
point,736.000,649.374,303.617,176.748,0.36871380,0.02414876,0.00000000,736,113.959515489,22.532727441
point,737.000,650.307,303.978,176.772,0.36871380,0.02414876,0.00000000,737,113.959524558,22.532730677
point,738.000,651.239,304.338,176.796,0.36871380,0.02414876,0.00000000,738,113.959533627,22.532733914
point,739.000,652.172,304.698,176.820,0.37531173,-0.00474762,0.00660553,739,113.959542697,22.532737151
point,740.000,653.097,305.070,176.787,0.38954416,-0.06707783,0.00762859,740,113.959551698,22.532740490
point,741.000,654.015,305.455,176.687,0.39718203,-0.10052272,0.00000000,741,113.959560622,22.532743948
point,742.000,654.932,305.840,176.586,0.39718203,-0.10052272,0.00000000,742,113.959569545,22.532747405
point,743.000,655.850,306.225,176.486,0.39718203,-0.10052272,0.00000000,743,113.959578469,22.532750863
point,744.000,656.767,306.610,176.386,0.39718203,-0.10052272,0.00000000,744,113.959587392,22.532754320
point,745.000,657.685,306.994,176.286,0.39718203,-0.10052272,0.00000000,745,113.959596316,22.532757778
point,746.000,658.602,307.379,176.186,0.39718203,-0.10052272,0.00000000,746,113.959605239,22.532761235
point,747.000,659.520,307.764,176.086,0.39718203,-0.10052272,0.00000000,747,113.959614163,22.532764693
point,748.000,660.437,308.149,175.986,0.39718203,-0.10052272,0.00000000,748,113.959623086,22.532768150
point,749.000,661.355,308.534,175.886,0.39718203,-0.10052272,0.00000000,749,113.959632010,22.532771607
point,750.000,662.273,308.919,175.786,0.39718203,-0.10052272,0.00000000,750,113.959640933,22.532775065
point,751.000,663.190,309.304,175.686,0.39718203,-0.10052272,0.00000000,751,113.959649857,22.532778522
point,752.000,664.108,309.689,175.586,0.39718203,-0.10052272,0.00000000,752,113.959658780,22.532781980
point,753.000,665.025,310.073,175.486,0.39718203,-0.10052272,0.00000000,753,113.959667704,22.532785437
point,754.000,665.943,310.458,175.386,0.39718203,-0.10052272,0.00000000,754,113.959676627,22.532788895
point,755.000,666.860,310.843,175.286,0.39718203,-0.10052272,0.00000000,755,113.959685551,22.532792352
point,756.000,667.778,311.228,175.186,0.39718203,-0.10052272,0.00000000,756,113.959694474,22.532795810
point,757.000,668.695,311.613,175.086,0.39718203,-0.10052272,0.00000000,757,113.959703398,22.532799267
point,758.000,669.613,311.998,174.986,0.39718203,-0.10052272,0.00000000,758,113.959712321,22.532802724
point,759.000,670.530,312.383,174.886,0.39718203,-0.10052272,0.00000000,759,113.959721245,22.532806182
point,760.000,671.448,312.768,174.786,0.40958763,-0.14106681,0.01248121,760,113.959730169,22.532809639
point,761.000,672.345,313.170,174.607,0.42516467,-0.19194437,0.00302448,761,113.959738890,22.532813257
point,762.000,673.236,313.577,174.409,0.42819342,-0.20183182,0.00000000,762,113.959747562,22.532816914
point,763.000,674.128,313.984,174.211,0.42819342,-0.20183182,0.00000000,763,113.959756235,22.532820570
point,764.000,675.020,314.391,174.014,0.42819342,-0.20183182,0.00000000,764,113.959764908,22.532824226
point,765.000,675.911,314.798,173.816,0.42819342,-0.20183182,0.00000000,765,113.959773580,22.532827883
point,766.000,676.803,315.205,173.618,0.42819342,-0.20183182,0.00000000,766,113.959782253,22.532831539
point,767.000,677.695,315.612,173.420,0.42819342,-0.20183182,0.00000000,767,113.959790926,22.532835195
point,768.000,678.587,316.020,173.222,0.42819342,-0.20183182,0.00000000,768,113.959799598,22.532838852
point,769.000,679.478,316.427,173.024,0.42819342,-0.20183182,0.00000000,769,113.959808271,22.532842508
point,770.000,680.370,316.834,172.827,0.42819342,-0.20183182,0.00000000,770,113.959816944,22.532846164
point,771.000,681.262,317.241,172.629,0.42819342,-0.20183182,0.00000000,771,113.959825616,22.532849821
point,772.000,682.154,317.648,172.431,0.42819342,-0.20183182,0.00000000,772,113.959834289,22.532853477
point,773.000,683.045,318.055,172.233,0.42819342,-0.20183182,0.00000000,773,113.959842962,22.532857133
point,774.000,683.937,318.462,172.035,0.42819342,-0.20183182,0.00000000,774,113.959851634,22.532860790
point,775.000,684.829,318.869,171.837,0.42819342,-0.20183182,0.00000000,775,113.959860307,22.532864446
point,776.000,685.721,319.276,171.640,0.42819342,-0.20183182,0.00000000,776,113.959868980,22.532868102
point,777.000,686.612,319.683,171.442,0.42819342,-0.20183182,0.00000000,777,113.959877652,22.532871759
point,778.000,687.504,320.090,171.244,0.42819342,-0.20183182,0.00000000,778,113.959886325,22.532875415
point,779.000,688.396,320.497,171.046,0.42819342,-0.20183182,0.00000000,779,113.959894998,22.532879071
point,780.000,689.288,320.904,170.848,0.42922811,-0.20238864,0.00103483,780,113.959903670,22.532882728
point,781.000,690.178,321.313,170.649,0.44590685,-0.21133397,0.01567002,781,113.959912333,22.532886400
point,782.000,691.053,321.748,170.435,0.46160312,-0.21969873,0.00000000,782,113.959920837,22.532890307
point,783.000,691.927,322.183,170.220,0.46160312,-0.21969873,0.00000000,783,113.959929342,22.532894215
point,784.000,692.802,322.618,170.006,0.46160312,-0.21969873,0.00000000,784,113.959937847,22.532898123
point,785.000,693.676,323.053,169.791,0.46160312,-0.21969873,0.00000000,785,113.959946352,22.532902031
point,786.000,694.551,323.488,169.576,0.46160312,-0.21969873,0.00000000,786,113.959954857,22.532905938
point,787.000,695.425,323.923,169.362,0.46160312,-0.21969873,0.00000000,787,113.959963362,22.532909846
point,788.000,696.300,324.358,169.147,0.46160312,-0.21969873,0.00000000,788,113.959971867,22.532913754
point,789.000,697.174,324.793,168.933,0.46160312,-0.21969873,0.00000000,789,113.959980372,22.532917662
point,790.000,698.049,325.228,168.718,0.46160312,-0.21969873,0.00000000,790,113.959988877,22.532921569
point,791.000,698.923,325.663,168.503,0.46160312,-0.21969873,0.00000000,791,113.959997381,22.532925477
point,792.000,699.797,326.098,168.289,0.46160312,-0.21969873,0.00000000,792,113.960005886,22.532929385
point,793.000,700.672,326.533,168.074,0.46160312,-0.21969873,0.00000000,793,113.960014391,22.532933293
point,794.000,701.546,326.968,167.860,0.46160312,-0.21969873,0.00000000,794,113.960022896,22.532937200
point,795.000,702.421,327.403,167.645,0.46160312,-0.21969873,0.00000000,795,113.960031401,22.532941108
point,796.000,703.295,327.838,167.431,0.46160312,-0.21969873,0.00000000,796,113.960039906,22.532945016
point,797.000,704.170,328.273,167.216,0.46160312,-0.21969873,0.00000000,797,113.960048411,22.532948924
point,798.000,705.044,328.708,167.001,0.46160312,-0.21969873,0.00000000,798,113.960056916,22.532952831
point,799.000,705.919,329.143,166.787,0.46160312,-0.21969873,0.00000000,799,113.960065421,22.532956739
point,800.000,706.793,329.578,166.572,0.46160312,-0.21969873,0.00000000,800,113.960073926,22.532960647
point,801.000,707.668,330.013,166.358,0.47095038,-0.19857185,0.00931404,801,113.960082430,22.532964555
point,802.000,708.540,330.467,166.183,0.48873141,-0.15833644,0.00847126,802,113.960090915,22.532968637
point,803.000,709.411,330.940,166.045,0.49717370,-0.13921466,0.00000000,803,113.960099382,22.532972881
point,804.000,710.281,331.412,165.907,0.49717370,-0.13921466,0.00000000,804,113.960107848,22.532977124
point,805.000,711.152,331.884,165.769,0.49717370,-0.13921466,0.00000000,805,113.960116315,22.532981368
point,806.000,712.022,332.357,165.631,0.49717370,-0.13921466,0.00000000,806,113.960124782,22.532985611
point,807.000,712.893,332.829,165.494,0.49717370,-0.13921466,0.00000000,807,113.960133248,22.532989855
point,808.000,713.764,333.301,165.356,0.49717370,-0.13921466,0.00000000,808,113.960141715,22.532994098
point,809.000,714.634,333.774,165.218,0.49717370,-0.13921466,0.00000000,809,113.960150181,22.532998342
point,810.000,715.505,334.246,165.080,0.49717370,-0.13921466,0.00000000,810,113.960158648,22.533002585
point,811.000,716.375,334.719,164.942,0.49717370,-0.13921466,0.00000000,811,113.960167114,22.533006829
point,812.000,717.246,335.191,164.804,0.49717370,-0.13921466,0.00000000,812,113.960175581,22.533011072
point,813.000,718.116,335.663,164.666,0.49717370,-0.13921466,0.00000000,813,113.960184047,22.533015316
point,814.000,718.987,336.136,164.528,0.49717370,-0.13921466,0.00000000,814,113.960192514,22.533019559
point,815.000,719.857,336.608,164.390,0.49717370,-0.13921466,0.00000000,815,113.960200980,22.533023803
point,816.000,720.728,337.081,164.253,0.49717370,-0.13921466,0.00000000,816,113.960209447,22.533028046
point,817.000,721.598,337.553,164.115,0.49717370,-0.13921466,0.00000000,817,113.960217913,22.533032290
point,818.000,722.469,338.025,163.977,0.49717370,-0.13921466,0.00000000,818,113.960226380,22.533036534
point,819.000,723.339,338.498,163.839,0.49717370,-0.13921466,0.00000000,819,113.960234847,22.533040777
point,820.000,724.210,338.970,163.701,0.49717370,-0.13921466,0.00000000,820,113.960243313,22.533045021
point,821.000,725.081,339.443,163.563,0.50800269,-0.09922803,0.01080002,821,113.960251780,22.533049264
point,822.000,725.945,339.936,163.504,0.52667816,-0.03024317,0.00788773,822,113.960260190,22.533053699
point,823.000,726.806,340.446,163.503,0.53454920,-0.00116399,0.00000000,823,113.960268559,22.533058276
point,824.000,727.666,340.955,163.502,0.53454920,-0.00116399,0.00000000,824,113.960276928,22.533062852
point,825.000,728.527,341.465,163.500,0.53454920,-0.00116399,0.00000000,825,113.960285297,22.533067429
point,826.000,729.387,341.974,163.499,0.53454920,-0.00116399,0.00000000,826,113.960293666,22.533072005
point,827.000,730.248,342.484,163.498,0.53454920,-0.00116399,0.00000000,827,113.960302034,22.533076582
point,828.000,731.108,342.993,163.497,0.53454920,-0.00116399,0.00000000,828,113.960310403,22.533081158
point,829.000,731.969,343.502,163.496,0.53454920,-0.00116399,0.00000000,829,113.960318772,22.533085735
